S,Lockheed Martin,Atlas IIA,2000-10-19,19,28.396837,-80.605659,16.31100082,1017.901062,0,17.05731392,18.07544136,23.03999901,1045
S,Sea Launch,Zenit,2000-10-21,0,0,154,23.5,1009.599976,12,8.435069084,8.942214012,19.79999924,520
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2000-10-21,17,45.965,63.3,-1.149999976,1018.704041,1,20.63022995,32.55363083,32.76000214,570
S,Arianespace,Ariane 44LP,2000-10-29,0,5.050333,-52.781667,23.07150078,1007.289856,73,9.255571365,18.00359917,19.44000053,465
S,China Aerospace Science and Technology Corporation,Long March 3A,2000-10-30,10,28.246667,102.025833,6.359000206,814.0170288,0,5.399999619,7.65370512,19.79999924,490
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2000-10-31,1,45.965,63.3,0.400000006,1017.913818,0,0.3599999845,4.104631424,6.839999676,10
S,United States Air Force,Delta II,2000-11-10,11,28.396837,-80.605659,21.21100044,1011.399841,0,25.96994972,30.80262184,36.71999741,530
S,Arianespace,Ariane 5 G,2000-11-15,19,5.050333,-52.781667,22.7215004,1002.144714,15,11.96695423,17.90253448,29.15999985,770
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2000-11-15,19,45.965,63.3,-1.100000024,1012.84259,0,13.24682617,20.74612236,21.59999847,360
F,Production Corporation Polyot,Kosmos-3M,2000-11-20,17,62.9,40.57,-14.99549961,1018.997375,0,9.511088371,18.21827507,18.3599987,215
S,United States Air Force,Delta II,2000-11-21,12,34.7426,-120.5726,7.571499825,1005.603821,87,17.42935371,24.62778854,26.63999939,205
S,Arianespace,Ariane 44L,2000-11-21,17,5.050333,-52.781667,23.37150002,1006.739014,3,15.97848606,23.49120712,47.51999664,990
S,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,2000-11-30,13,45.965,63.3,-12,1025.934814,0,13.51319313,25.06851387,18.3599987,245
S,United Space Alliance,Space Shuttle,2000-11-30,21,28.573469,-80.65107,11.15649986,1020.261475,0,20.52315712,23.58755493,33.47999954,860
S,Strategic Rocket Forces,Start-1,2000-12-05,6,51.8,128.2,-29.05249977,986.4295654,12,7.754636765,12.10157013,24.11999893,505
S,Lockheed Martin,Atlas IIAS,2000-12-05,20,28.396837,-80.605659,10.56100082,1020.078735,0,33.60364532,36.5040741,47.51999664,890
S,Arianespace,Ariane 5 G,2000-12-19,18,5.050333,-52.781667,22.42150116,1006.515564,50,15.18841648,21.79412651,38.15999985,1140
S,China Aerospace Science and Technology Corporation,Long March 3A,2000-12-20,10,28.246667,102.025833,-0.7909998894,816.4899292,0,3.239999771,5.05284071,12.95999908,565
F,Strategic Rocket Forces,Tsiklon-3,2000-12-27,3,62.9,40.57,-25.59549904,998.6185913,0,9.199390411,20.87999916,16.91999817,135
S,China Aerospace Science and Technology Corporation,Long March 2F,2001-01-09,11,40.9575,98.2892,-16.01150131,858.1569214,86,22.50503731,35.87016296,40.68000031,855
S,Arianespace,Ariane 44P,2001-01-10,16,5.050333,-52.781667,19.52150154,1008.591003,96,17.05731392,24.69348145,38.51999664,1250
S,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,2001-01-23,22,45.965,63.3,-15.25,1010.491516,0,22.70284462,31.3117218,29.51999855,325
S,United States Air Force,Delta II,2001-01-30,1,28.396837,-80.605659,16.66100121,1019.189392,100,31.3117218,38.93994904,42.83999634,1025
S,Arianespace,Ariane 44L,2001-02-07,17,5.050333,-52.781667,20.9715004,1007.900146,34,15.98659325,23.1857872,39.59999847,875
S,United Space Alliance,Space Shuttle,2001-02-07,17,28.573469,-80.65107,12.60650063,1025.461548,0,13.36371136,15.85635567,26.63999939,1070
